年,月,日,気圧,降水量,平均気温,最高気温,最低気温,平均湿度,最小湿度,平均風速,最大風速（風速）,最大風速（風向）,日照時間
1986,11,8,1018.2,0.0,12.8,18.7,8.4,69.0,43.0,1.1,2.7,東北東,2.3
1986,11,9,1014.2,8.5,11.9,13.8,9.3,80.0,69.0,1.5,3.4,西,0.3
1986,11,10,1015.6,0.0,11.6,19.6,6.2,68.0,30.0,2.0,5.3,西,9.8
1986,11,11,1020.8,0.0,11.2,18.2,5.0,58.0,25.0,1.7,5.6,北,9.0
1986,11,12,1025.4,0.0,12.2,17.9,5.7,65.0,43.0,1.4,3.2,南,4.6
1986,11,13,1022.4,0.0,13.4,14.7,12.1,83.0,75.0,1.6,2.5,西南西,0.0
1986,11,14,1018.7,0.0,18.1,24.1,13.2,68.0,34.0,1.5,3.1,西南西,6.0
1986,11,15,1017.7,0.5,14.6,16.7,12.1,74.0,60.0,0.8,2.1,西,0.0
1986,11,16,1020.6,0.0,12.8,16.8,10.3,57.0,37.0,1.3,5.5,北北東,4.1
1986,11,17,1020.8,0.0,11.2,15.0,7.7,70.0,57.0,1.1,2.9,西,0.0
1986,11,18,1020.8,0.0,11.8,19.3,5.3,63.0,37.0,1.8,3.4,南東,9.0
1986,11,19,1018.8,0.0,12.8,19.6,7.3,61.0,36.0,1.7,3.1,南南東,9.0
1986,11,20,1021.0,0.0,12.3,18.3,7.3,66.0,39.0,1.3,2.7,西,5.1
1986,11,21,1025.4,0.0,12.6,19.9,6.9,62.0,36.0,1.7,3.6,南南東,9.0
1986,11,22,1028.1,0.0,12.0,20.1,6.4,62.0,39.0,1.9,3.2,南,9.2
1986,11,23,1029.3,0.0,12.9,20.5,5.5,56.0,17.0,1.7,3.3,南南西,7.6
1986,11,24,1021.8,15.5,15.5,18.5,13.7,81.0,54.0,1.9,3.8,西南西,0.0
1986,11,25,1014.6,0.0,17.1,24.3,11.9,67.0,34.0,1.9,5.3,西,9.0
1986,11,26,1023.6,0.0,10.5,14.1,7.2,44.0,33.0,2.4,5.3,北北東,8.4
1986,11,27,1030.0,0.0,8.7,14.4,3.8,46.0,28.0,1.5,3.3,南東,8.6
1986,11,28,1027.7,0.0,10.3,16.0,3.8,66.0,41.0,1.3,2.8,西北西,6.7
1986,11,29,1024.8,0.0,9.8,14.0,5.8,55.0,37.0,1.7,4.4,北,2.4
1986,11,30,1026.3,0.0,7.2,14.1,2.1,59.0,34.0,1.8,3.7,南南東,9.3
1986,12,1,1025.9,0.0,8.2,16.0,2.0,62.0,36.0,1.9,5.2,北東,9.1
1986,12,2,1025.9,0.0,10.1,16.8,3.8,66.0,46.0,1.9,3.5,西,8.8
1986,12,3,1018.2,0.0,12.9,17.8,9.4,74.0,53.0,1.3,3.3,南東,7.4
1986,12,4,1012.3,0.0,9.4,15.1,5.0,63.0,29.0,2.5,8.3,西北西,6.1
1986,12,5,1019.6,0.0,8.0,14.9,2.7,58.0,32.0,1.6,3.5,南,9.1
1986,12,6,1023.2,0.0,9.6,16.6,2.9,58.0,33.0,1.8,3.5,南東,9.1
1986,12,7,1020.3,0.0,9.9,14.3,6.4,53.0,30.0,2.6,6.2,北北東,7.9
1986,12,8,1024.5,0.0,8.8,13.4,4.3,46.0,33.0,2.2,5.6,北北東,9.0
1986,12,9,1023.9,0.0,8.7,16.9,1.8,57.0,24.0,1.6,3.6,南東,9.1
1986,12,10,1019.6,5.5,9.5,16.9,5.2,75.0,47.0,1.5,4.6,西南西,2.7
1986,12,11,1021.8,0.0,8.7,17.8,2.5,61.0,23.0,1.9,3.6,西,8.9
1986,12,12,1024.3,0.0,9.2,17.8,2.4,64.0,28.0,1.5,3.1,西北西,8.7
1986,12,13,1025.2,0.0,11.4,18.6,4.3,67.0,35.0,1.5,3.2,西北西,8.7
1986,12,14,1013.7,40.5,12.8,13.9,11.4,95.0,82.0,1.4,3.8,西,0.0
1986,12,15,1012.7,2.5,13.0,16.3,9.9,63.0,40.0,2.2,5.3,北,8.4
1986,12,16,1024.3,0.0,9.7,14.0,5.9,52.0,34.0,1.5,4.4,北北東,8.9
1986,12,17,1024.6,0.0,9.4,16.1,3.1,62.0,40.0,1.3,3.4,南東,8.1
1986,12,18,1015.4,60.0,12.6,17.5,9.1,85.0,67.0,1.9,6.8,南南西,0.0
1986,12,19,1008.1,0.0,10.2,14.4,5.2,54.0,31.0,4.0,9.2,西,8.1
1986,12,20,1021.6,0.0,6.9,10.3,3.4,43.0,32.0,2.8,6.7,北,8.7
1986,12,21,1022.7,0.0,6.6,14.4,0.3,61.0,38.0,2.1,6.1,西,6.9
1986,12,22,1024.0,0.0,7.1,12.4,3.2,55.0,31.0,1.9,5.0,北西,8.7
1986,12,23,1025.1,0.0,6.6,12.7,1.1,69.0,49.0,1.3,3.1,西,2.1
1986,12,24,1020.9,0.0,9.2,16.3,3.0,69.0,37.0,1.0,2.5,南東,7.5
1986,12,25,1018.1,0.0,9.2,13.7,5.9,79.0,54.0,1.0,2.4,北西,0.5
1986,12,26,1024.9,0.0,7.5,13.3,3.2,55.0,34.0,1.7,3.0,南東,8.6
1986,12,27,1020.3,6.5,5.9,10.2,3.0,79.0,48.0,1.8,3.2,西,1.8
1986,12,28,1015.8,0.0,5.3,11.2,1.2,65.0,27.0,2.4,7.6,西北西,8.1
1986,12,29,1022.7,0.0,4.3,10.4,0.4,66.0,36.0,1.5,2.7,南東,8.6
1986,12,30,1025.2,0.0,6.6,13.3,-0.2,64.0,31.0,1.4,2.8,南,7.2
1986,12,31,1017.9,5.0,9.2,15.6,6.1,85.0,71.0,1.3,2.6,西,3.8
1987,1,1,1022.5,0.0,9.1,13.4,4.2,54.0,31.0,2.1,5.5,北北東,8.8
1987,1,2,1019.5,8.0,8.3,9.9,6.7,80.0,62.0,1.4,3.1,西,0.0
1987,1,3,1011.7,0.0,12.3,19.2,6.6,70.0,35.0,1.7,3.7,北北東,5.9
1987,1,4,1019.1,0.0,8.4,14.0,3.1,52.0,27.0,1.8,5.1,北,9.5
1987,1,5,1017.2,14.0,6.2,7.5,4.1,84.0,57.0,1.0,2.8,西南西,0.0
1987,1,6,1022.1,0.0,6.9,14.6,1.5,67.0,27.0,1.6,4.1,北北西,9.4
1987,1,7,1024.0,0.0,6.7,11.9,0.3,69.0,42.0,1.5,3.1,西北西,7.3
1987,1,8,1016.4,0.5,8.4,15.0,3.5,68.0,27.0,1.5,3.3,西南西,9.6
1987,1,9,1018.2,0.0,7.2,15.5,0.3,60.0,28.0,1.6,6.4,西南西,8.7
1987,1,10,1021.0,0.0,6.1,13.8,1.4,57.0,24.0,1.5,5.1,北北東,8.8
1987,1,11,1026.5,0.0,4.1,10.5,-1.0,56.0,30.0,1.9,5.3,東,9.4
1987,1,12,1012.8,10.0,4.8,8.4,2.0,84.0,60.0,1.8,5.7,西南西,0.1
1987,1,13,1009.0,5.5,0.6,4.5,-2.1,78.0,51.0,2.9,7.9,西,5.5
1987,1,14,1019.9,0.0,1.9,7.3,-2.1,67.0,43.0,1.9,3.4,西南西,9.5
1987,1,15,1026.0,0.0,4.8,12.8,-1.3,68.0,38.0,2.2,3.7,西南西,9.6
1987,1,16,1024.9,2.0,7.3,13.5,0.2,71.0,40.0,1.7,3.2,西北西,5.7
1987,1,17,1016.0,0.5,8.4,15.7,2.7,63.0,20.0,2.9,8.6,西,9.1
1987,1,18,1020.4,0.0,4.9,10.9,-0.2,55.0,29.0,1.4,3.5,西南西,3.4
1987,1,19,1019.4,0.0,5.5,10.0,3.1,48.0,29.0,1.5,4.8,北北東,3.2
1987,1,20,1023.4,0.0,4.3,8.9,0.3,43.0,27.0,2.2,5.5,北北東,8.2
1987,1,21,1027.6,0.0,4.4,10.9,-1.5,53.0,30.0,1.6,3.9,北北東,5.5
1987,1,22,1030.0,0.0,6.0,13.0,-0.6,59.0,34.0,1.6,3.6,南東,7.5
1987,1,23,1020.3,7.0,8.3,11.9,3.8,79.0,63.0,1.7,3.1,西,0.1
1987,1,24,1011.9,0.5,8.3,11.1,4.6,54.0,30.0,2.7,6.0,北,4.1
1987,1,25,1017.9,0.5,3.5,8.1,-0.1,61.0,30.0,2.2,6.8,西,5.1
1987,1,26,1025.7,0.0,2.7,9.2,-2.6,58.0,29.0,1.7,4.3,南西,9.5
1987,1,27,1024.9,0.0,4.9,12.8,-0.7,56.0,29.0,1.7,4.8,西南西,8.5
1987,1,28,1025.7,0.0,5.5,12.9,-0.7,57.0,31.0,1.5,3.7,南南東,10.0
1987,1,29,1025.5,0.0,6.7,14.4,-0.1,57.0,26.0,1.5,3.1,南東,9.0
1987,1,30,1022.5,0.0,8.3,17.3,3.2,56.0,21.0,1.5,6.3,西,2.0
1987,1,31,1023.2,0.0,5.7,12.6,1.2,46.0,21.0,1.9,5.4,北北東,10.0
1987,2,1,1027.0,0.0,4.2,10.4,-0.9,51.0,32.0,1.7,3.3,南南西,6.6
1987,2,2,1017.5,0.5,4.5,8.4,2.1,73.0,44.0,1.9,6.1,西,0.3
1987,2,3,1008.6,0.0,3.5,7.0,-0.9,46.0,39.0,4.0,6.8,西,8.5
1987,2,4,1017.2,0.0,5.0,8.7,0.9,36.0,24.0,3.4,7.1,北西,8.1
1987,2,5,1019.1,0.0,4.8,12.3,-1.5,56.0,33.0,1.9,3.7,南,10.1
1987,2,6,1019.4,0.0,7.0,13.6,-0.2,57.0,28.0,1.7,3.9,南東,7.3
1987,2,7,1017.1,0.0,8.8,16.7,1.1,60.0,33.0,1.5,3.7,南東,7.2
1987,2,8,1020.8,0.0,8.3,16.0,1.6,59.0,32.0,1.6,3.6,南,9.8
1987,2,9,1023.6,0.0,8.2,16.5,0.9,56.0,24.0,1.8,3.3,西,9.9
1987,2,10,1022.3,0.0,10.2,18.3,2.5,63.0,26.0,1.8,3.5,南東,10.0
1987,2,11,1017.3,0.0,14.1,20.0,8.3,72.0,54.0,1.5,3.4,東,2.1
1987,2,12,1009.3,1.0,14.4,18.7,9.9,82.0,56.0,1.5,4.2,西,0.0
1987,2,13,1017.7,0.0,11.2,15.9,6.6,59.0,35.0,1.6,4.3,南南東,8.8
1987,2,14,1017.6,0.0,11.7,18.8,4.7,57.0,29.0,1.6,3.4,西南西,9.9
1987,2,15,1020.7,0.0,8.7,13.0,3.5,47.0,31.0,1.5,3.9,北,3.4
1987,2,16,1025.1,0.0,7.3,14.0,0.1,54.0,28.0,1.9,3.9,南南東,10.0
1987,2,17,1021.0,23.5,7.5,9.3,5.5,79.0,54.0,1.8,4.5,西南西,0.0
1987,2,18,1016.4,0.0,9.9,14.1,6.3,81.0,52.0,1.0,3.2,北,0.2
1987,2,19,1023.7,0.0,7.2,10.6,5.2,44.0,33.0,2.6,6.1,北北東,4.8
1987,2,20,1022.9,0.0,7.6,13.4,1.9,48.0,27.0,1.2,3.9,南東,6.7
1987,2,21,1022.8,4.0,6.0,9.0,2.8,76.0,45.0,0.9,2.5,西,0.8
1987,2,22,1017.6,4.5,7.1,11.6,4.5,85.0,62.0,1.1,2.7,西,2.1
1987,2,23,1017.1,0.0,8.2,15.5,1.8,64.0,31.0,1.6,4.2,南,9.9
1987,2,24,1012.5,0.0,9.8,16.3,3.8,64.0,37.0,1.9,5.8,西,5.8
1987,2,25,1014.0,0.0,4.4,10.2,-0.3,32.0,22.0,5.0,9.2,西,10.0
1987,2,26,1016.8,0.0,2.1,8.0,-2.5,55.0,23.0,3.0,8.8,西,10.2
1987,2,27,1013.4,0.0,1.9,8.6,-2.0,62.0,35.0,2.8,7.0,西南西,7.3
1987,2,28,1013.3,0.0,2.9,9.0,-2.7,55.0,30.0,2.8,8.0,西南西,10.1
1987,3,1,1013.4,1.5,2.5,7.0,0.2,75.0,52.0,2.4,6.0,西,6.7
1987,3,2,1022.8,0.0,3.5,9.0,-1.4,54.0,28.0,1.7,4.5,北,7.1
1987,3,3,1022.4,0.0,5.1,12.3,-2.3,62.0,34.0,1.6,3.7,南東,10.9
1987,3,4,1017.8,0.0,7.7,14.5,0.3,58.0,27.0,1.4,3.3,南南東,4.6
1987,3,5,1013.8,0.0,11.5,20.4,3.5,55.0,16.0,1.9,5.4,西南西,10.5
1987,3,6,1012.4,0.0,13.3,22.1,5.0,51.0,27.0,2.1,7.3,西南西,9.3
1987,3,7,1005.7,24.5,8.4,11.9,4.9,80.0,52.0,1.7,5.9,北,0.0
1987,3,8,1017.1,0.0,7.3,13.4,1.8,61.0,32.0,1.6,4.7,東,10.7
1987,3,9,1014.5,14.0,7.2,10.8,4.0,85.0,51.0,1.2,3.5,北北東,0.6
1987,3,10,1018.4,0.0,7.5,12.2,2.2,53.0,27.0,1.6,4.1,北北東,4.9
1987,3,11,1012.6,8.0,9.2,15.0,5.9,75.0,37.0,2.2,6.5,北西,8.4
1987,3,12,1019.2,0.0,10.4,15.4,4.4,59.0,22.0,1.7,3.6,南南東,6.9
1987,3,13,1014.1,17.5,10.6,12.5,8.7,98.0,71.0,1.7,3.4,西南西,0.0
1987,3,14,1006.5,3.0,13.6,18.3,9.8,80.0,52.0,1.7,4.6,北,0.2
1987,3,15,1012.5,0.0,9.6,15.3,4.5,55.0,34.0,1.6,4.5,南南東,8.0
1987,3,16,1016.7,0.0,9.2,14.6,2.6,52.0,29.0,1.6,4.7,南,9.3
1987,3,17,1012.7,19.0,7.8,8.7,6.5,88.0,62.0,1.7,3.5,西南西,0.0
1987,3,18,1014.1,0.0,11.8,19.7,4.9,76.0,31.0,1.1,3.6,東,10.3
1987,3,19,1013.1,53.5,12.3,15.9,7.7,80.0,57.0,1.4,3.0,東,0.0
1987,3,20,1009.6,0.0,15.0,20.8,9.7,59.0,26.0,2.4,5.0,東,8.6
1987,3,21,1019.2,0.0,13.8,20.4,8.5,67.0,39.0,1.7,3.6,南東,9.8
1987,3,22,1020.0,0.0,15.5,21.6,9.8,71.0,49.0,1.9,4.4,南南東,7.3
1987,3,23,1014.6,25.0,15.1,15.8,14.2,90.0,78.0,0.6,2.4,西南西,0.0
1987,3,24,1002.7,12.0,17.0,22.3,10.7,72.0,41.0,2.5,7.8,西南西,4.5
1987,3,25,1012.0,0.0,9.3,14.6,4.7,44.0,26.0,3.0,7.0,西南西,6.7
1987,3,26,1022.6,0.0,6.7,11.7,2.1,43.0,28.0,2.2,4.9,南,10.3
1987,3,27,1025.2,0.0,6.8,13.1,0.9,64.0,32.0,1.7,4.3,南東,3.6
1987,3,28,1026.9,2.0,8.8,14.9,3.0,65.0,25.0,1.7,4.7,南南東,3.8
1987,3,29,1021.2,13.0,9.3,12.3,6.5,94.0,82.0,1.1,2.5,西南西,0.0
1987,3,30,1016.7,4.0,11.5,12.5,9.8,93.0,86.0,1.0,2.6,西,0.0
1987,3,31,1016.6,0.0,10.6,14.6,4.3,57.0,34.0,3.5,8.0,北,10.7
1987,4,1,1022.9,0.0,7.6,11.4,2.6,41.0,25.0,1.8,4.0,西,1.3
1987,4,2,1015.8,1.5,8.2,10.6,6.1,89.0,69.0,1.5,3.3,西北西,0.0
1987,4,3,1014.1,0.0,11.9,17.7,7.7,72.0,45.0,1.4,4.0,東,8.6
1987,4,4,1019.2,0.0,12.4,20.2,4.3,56.0,22.0,1.7,4.2,南東,11.7
1987,4,5,1023.2,0.0,14.8,23.1,6.6,54.0,26.0,1.9,4.1,南,11.7
1987,4,6,1022.0,12.5,12.7,15.3,9.3,78.0,57.0,1.5,3.4,西,0.0
1987,4,7,1012.3,12.5,15.9,19.6,12.5,93.0,83.0,1.3,3.1,西,0.0
1987,4,8,1014.7,0.0,17.4,22.7,13.5,71.0,42.0,1.3,3.7,南東,5.2
1987,4,9,1015.0,23.0,14.5,19.4,11.4,82.0,58.0,1.6,3.5,西,0.0
1987,4,10,1006.0,1.0,19.1,26.8,13.3,69.0,32.0,2.7,7.9,西,8.1
1987,4,11,1008.3,3.0,14.8,18.3,10.7,62.0,39.0,1.5,4.7,北,1.9
1987,4,12,1015.1,0.0,11.2,16.2,8.4,39.0,30.0,1.8,4.1,北,1.9
1987,4,13,1021.8,0.0,9.9,16.1,3.8,38.0,22.0,2.0,4.7,東南東,10.2
1987,4,14,1024.1,0.0,10.5,15.3,5.0,58.0,39.0,1.7,5.0,南,8.5
1987,4,15,1021.9,0.0,13.0,18.4,9.0,62.0,35.0,1.8,4.8,南東,9.0
1987,4,16,1022.8,0.0,13.6,19.9,5.3,60.0,23.0,1.8,4.0,南南東,10.0
1987,4,17,1021.4,0.5,15.4,20.7,12.1,69.0,46.0,1.5,4.6,南,8.3
1987,4,18,1020.5,0.0,15.6,20.8,9.9,68.0,48.0,1.6,4.0,南東,8.0
1987,4,19,1020.3,0.0,16.6,22.1,10.3,73.0,50.0,1.9,4.0,南南東,10.8
1987,4,20,1020.9,0.0,17.6,23.4,11.4,68.0,47.0,1.6,3.8,南東,11.7
1987,4,21,1015.9,45.0,18.3,21.0,14.9,78.0,66.0,2.0,5.0,南東,0.3
1987,4,22,1010.8,0.0,16.9,23.2,11.6,70.0,30.0,1.5,4.5,西南西,4.5
1987,4,23,1010.1,0.0,17.2,23.2,10.8,58.0,35.0,1.3,3.8,南南東,11.6
1987,4,24,1014.9,0.0,17.2,24.7,10.4,57.0,32.0,1.8,4.6,南南東,11.6
1987,4,25,1017.4,10.0,15.2,20.0,10.9,74.0,51.0,1.5,3.2,西,0.5
1987,4,26,1011.2,7.0,15.1,22.1,11.2,85.0,60.0,1.3,3.9,北,0.4
1987,4,27,1019.3,0.0,12.8,20.7,7.4,49.0,24.0,2.1,5.0,北北東,9.6
1987,4,28,1019.3,0.0,15.3,21.4,8.1,65.0,38.0,1.9,4.7,南南東,10.3
1987,4,29,1018.5,0.0,17.0,22.8,10.9,63.0,40.0,1.7,3.6,南南東,12.0
1987,4,30,1020.0,0.0,17.1,21.5,11.6,68.0,54.0,1.6,4.1,南,8.8
1987,5,1,1010.4,31.0,18.0,22.6,14.0,80.0,59.0,1.6,4.6,東北東,3.0
1987,5,2,1008.8,1.0,19.1,24.2,14.4,76.0,57.0,1.5,4.3,南南東,5.5
1987,5,3,1005.6,19.0,17.9,24.7,12.1,62.0,34.0,2.8,6.9,西北西,7.4
1987,5,4,1017.1,0.0,13.2,20.0,7.8,43.0,20.0,1.7,4.9,南南東,11.1
1987,5,5,1016.7,0.0,14.5,21.0,6.8,48.0,25.0,1.5,3.7,南南東,6.5
1987,5,6,1014.8,0.0,15.9,21.8,10.2,54.0,30.0,1.5,3.7,南南東,9.9
1987,5,7,1014.0,0.0,17.2,24.0,11.0,56.0,32.0,1.9,4.9,南,10.1
1987,5,8,1018.3,0.0,17.6,24.4,10.4,58.0,27.0,2.0,4.8,南東,12.2
1987,5,9,1023.4,0.0,18.1,24.7,11.5,62.0,38.0,1.9,4.4,南東,12.2
1987,5,10,1024.5,0.0,18.8,25.1,12.1,55.0,32.0,1.9,4.4,南東,10.5
1987,5,11,1021.5,0.5,20.1,24.4,16.1,63.0,45.0,2.4,4.5,南南東,5.6
1987,5,12,1018.2,15.0,17.8,19.1,17.0,94.0,77.0,0.9,2.3,東北東,0.0
1987,5,13,1011.8,144.0,18.5,21.0,16.6,97.0,93.0,1.5,4.3,東北東,0.0
1987,5,14,1007.7,28.0,19.3,24.2,15.3,70.0,50.0,1.5,4.7,北,0.3
1987,5,15,1012.8,0.0,19.8,23.9,16.8,71.0,55.0,1.7,4.8,南南東,6.0
1987,5,16,1015.1,6.5,20.1,25.0,16.0,72.0,50.0,1.5,3.9,南南東,6.5
1987,5,17,1009.7,26.5,18.5,21.8,16.1,92.0,77.0,1.1,3.5,西南西,0.0
1987,5,18,1016.8,0.0,17.7,23.8,12.8,72.0,36.0,1.3,3.3,南南東,1.5
1987,5,19,1020.3,0.0,19.2,24.9,13.3,70.0,43.0,1.4,3.8,南南東,5.7
1987,5,20,1017.6,0.0,21.6,26.2,17.8,70.0,52.0,1.6,4.7,南東,10.5
1987,5,21,1015.6,0.0,21.9,29.0,16.5,70.0,39.0,1.6,4.1,南南東,7.4
1987,5,22,1010.0,60.5,20.9,22.7,18.5,91.0,73.0,1.9,7.5,東,0.0
1987,5,23,1002.0,15.5,22.9,24.4,21.0,89.0,83.0,1.7,4.4,南南西,0.0
1987,5,24,1010.1,0.0,22.9,29.6,17.1,69.0,34.0,1.6,4.7,南南東,12.8
1987,5,25,1016.3,0.0,22.1,26.4,17.4,73.0,58.0,1.9,4.4,南東,11.1
1987,5,26,1011.1,11.5,23.1,27.4,19.5,79.0,63.0,1.1,4.1,南東,5.5
1987,5,27,1006.4,2.5,20.8,23.1,17.7,88.0,70.0,1.0,3.3,南,0.0
1987,5,28,1012.6,0.0,19.0,25.3,14.0,54.0,31.0,2.0,4.9,北北東,12.3
1987,5,29,1017.6,0.0,19.2,24.9,12.3,63.0,43.0,1.8,4.6,南東,6.3
1987,5,30,1015.3,8.0,19.3,22.6,17.5,83.0,57.0,1.0,3.0,東北東,0.0
1987,5,31,1016.5,0.0,20.6,26.0,14.9,73.0,45.0,2.1,5.2,南東,13.1
1987,6,1,1018.5,0.0,21.6,26.7,15.6,70.0,44.0,2.0,4.0,南南東,11.7
1987,6,2,1015.0,57.0,21.3,23.3,18.4,88.0,70.0,2.7,7.3,南南東,0.0
1987,6,3,1009.5,23.0,23.4,27.2,19.2,88.0,72.0,2.8,6.0,南,2.3
1987,6,4,1012.9,0.0,23.1,28.4,16.9,72.0,49.0,1.7,4.2,南東,12.7
1987,6,5,1013.8,0.0,24.9,30.3,18.7,69.0,51.0,1.4,3.4,南南東,12.5
1987,6,6,1012.7,0.0,26.5,33.3,20.3,64.0,40.0,1.7,4.6,南東,12.6
1987,6,7,1010.4,0.0,24.8,29.3,20.0,74.0,61.0,1.9,4.0,南東,9.6
1987,6,8,1005.6,20.0,24.5,27.1,22.5,84.0,71.0,2.5,5.8,南,0.4
1987,6,9,1003.4,123.5,21.9,24.5,19.1,85.0,63.0,1.5,5.7,南,0.0
1987,6,10,1008.0,0.0,23.0,29.0,17.2,53.0,28.0,2.4,5.5,北北東,13.0
1987,6,11,1013.3,0.0,21.7,27.7,14.7,54.0,29.0,2.0,4.1,南南東,13.3
1987,6,12,1013.5,0.0,21.7,26.2,16.4,67.0,47.0,1.9,4.0,南南東,6.5
1987,6,13,1009.2,0.0,21.3,25.1,18.7,77.0,61.0,1.0,3.4,南南東,0.3
1987,6,14,1007.2,11.5,19.2,21.0,18.2,94.0,77.0,0.4,1.7,南東,0.0
1987,6,15,1003.9,38.5,19.8,22.8,18.1,90.0,69.0,0.9,3.3,西,0.0
1987,6,16,1009.3,0.0,22.0,26.6,16.9,68.0,54.0,1.7,4.8,南東,9.3
1987,6,17,1014.8,0.0,22.0,27.1,16.3,66.0,46.0,1.6,4.9,南東,10.0
1987,6,18,1017.0,0.0,22.4,27.7,17.5,70.0,48.0,1.9,4.5,南南東,10.5
1987,6,19,1013.3,17.0,21.1,25.3,17.8,77.0,59.0,1.7,5.9,南東,0.0
1987,6,20,1000.6,32.5,23.3,28.6,19.0,69.0,43.0,1.9,4.9,北,5.7
1987,6,21,1005.1,0.0,21.8,27.0,17.0,61.0,44.0,1.6,4.6,西,5.6
1987,6,22,1005.4,0.0,22.4,28.2,17.7,53.0,37.0,2.5,5.2,北東,12.9
1987,6,23,1007.2,0.0,21.6,28.1,15.3,66.0,32.0,1.8,4.9,南東,12.6
1987,6,24,1006.4,0.0,22.1,26.5,17.0,59.0,43.0,2.3,5.2,南南東,5.3
1987,6,25,1002.5,0.0,22.0,28.0,16.5,52.0,31.0,1.8,3.9,西,5.0
1987,6,26,1004.3,0.0,22.8,28.6,16.4,62.0,38.0,1.9,4.5,南東,13.0
1987,6,27,1008.2,0.0,23.9,29.3,18.2,67.0,43.0,1.7,4.5,南東,12.9
1987,6,28,1010.5,0.0,23.5,27.9,19.1,72.0,53.0,1.8,4.1,南南東,4.1
1987,6,29,1008.8,4.5,23.1,25.9,21.4,83.0,67.0,0.8,3.1,南東,0.2
1987,6,30,1010.6,0.0,24.2,29.0,19.8,72.0,48.0,1.7,4.8,南東,9.3
1987,7,1,1010.2,5.5,23.4,25.3,22.1,86.0,73.0,0.9,2.5,西,0.0
1987,7,2,1010.4,25.5,22.6,25.3,20.9,90.0,79.0,0.8,2.8,西,0.0
1987,7,3,1005.7,15.0,22.8,24.9,20.8,91.0,82.0,0.5,2.0,西,0.1
1987,7,4,1005.8,47.5,24.4,29.8,21.5,83.0,62.0,1.7,4.1,南南東,5.0
1987,7,5,1004.9,0.5,26.1,32.1,21.6,74.0,48.0,1.7,4.8,南東,9.6
1987,7,6,1004.7,0.5,24.3,27.0,22.5,89.0,65.0,1.0,2.8,南東,0.0
1987,7,7,1002.7,4.0,25.5,29.2,22.7,85.0,70.0,1.1,3.0,南南東,2.9
1987,7,8,1006.1,0.0,26.7,32.3,21.2,72.0,50.0,1.6,4.3,南南東,11.9
1987,7,9,1008.3,0.0,26.1,30.7,21.8,76.0,59.0,1.7,4.2,南南東,10.0
1987,7,10,1009.9,0.0,26.5,31.3,21.8,74.0,55.0,1.7,3.7,南南東,10.2
1987,7,11,1008.0,5.5,26.2,29.7,23.5,80.0,70.0,1.6,4.5,南南西,0.2
1987,7,12,1007.2,0.5,26.8,30.4,24.5,83.0,66.0,2.1,4.5,南南東,4.8
1987,7,13,1006.3,0.0,26.4,29.9,23.8,82.0,72.0,0.8,3.0,東南東,0.8
1987,7,14,1008.4,98.5,26.7,30.3,24.4,93.0,76.0,1.3,5.2,西南西,0.9
1987,7,15,1010.4,0.0,28.0,30.8,26.0,83.0,76.0,3.3,5.6,南東,2.9
1987,7,16,1009.9,62.0,25.3,27.3,22.7,90.0,84.0,3.4,6.8,南東,0.0
1987,7,17,1010.5,150.5,23.9,24.9,22.7,96.0,89.0,1.8,6.5,南,0.0
1987,7,18,1011.1,42.0,24.2,27.6,21.7,89.0,72.0,1.0,3.0,南南東,1.6
1987,7,19,1007.0,68.0,24.0,24.8,22.6,98.0,94.0,1.0,2.9,東北東,0.0
1987,7,20,1005.9,5.0,24.1,25.5,23.1,93.0,80.0,0.6,2.1,東北東,0.0
1987,7,21,1008.9,3.0,26.7,31.2,22.1,80.0,60.0,1.5,4.1,南東,8.0
1987,7,22,1011.5,0.0,27.7,31.1,25.6,85.0,75.0,1.9,4.2,南南西,2.0
1987,7,23,1013.1,0.5,28.0,30.6,26.7,83.0,74.0,2.6,5.2,南,1.0
1987,7,24,1013.7,0.0,27.9,32.1,25.1,80.0,64.0,1.8,5.3,南南東,5.6
1987,7,25,1014.6,0.0,27.8,31.9,24.4,78.0,62.0,1.6,4.5,東南東,9.6
1987,7,26,1015.8,0.0,27.8,32.2,23.9,78.0,58.0,1.7,4.2,南東,11.4
1987,7,27,1015.7,0.0,27.6,31.9,23.8,78.0,60.0,1.4,4.1,南南東,8.7
1987,7,28,1014.6,0.0,27.8,32.5,24.5,76.0,57.0,1.6,4.0,南東,10.9
1987,7,29,1011.7,0.0,27.2,32.1,21.7,74.0,49.0,1.7,3.7,南東,11.6
1987,7,30,1003.5,0.0,28.6,34.9,25.0,71.0,48.0,1.3,3.7,南,6.1
1987,7,31,1002.7,0.5,28.0,32.6,24.6,76.0,61.0,1.3,3.8,西北西,4.3
1987,8,1,1003.2,0.0,28.6,33.9,24.7,75.0,54.0,1.3,3.8,東北東,6.1
1987,8,2,1005.8,0.0,27.7,32.0,25.7,73.0,59.0,2.1,4.7,南南東,4.1
1987,8,3,1009.5,1.0,27.1,31.1,23.7,77.0,61.0,1.7,4.3,南東,6.8
1987,8,4,1008.6,0.0,26.2,28.9,25.0,84.0,66.0,0.9,2.8,東南東,0.2
1987,8,5,1003.0,4.0,27.1,30.6,24.7,91.0,73.0,1.1,3.4,南東,1.4
1987,8,6,1004.4,0.0,27.4,32.2,23.6,80.0,58.0,1.5,4.4,南,6.2
